timestamp,red_x,red_y,green_x,green_y
5964800,101.04819277108433,119.6144578313253,104.5,119.5
5981866,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
6007466,112.14814814814815,115.07407407407408,112.14814814814815,115.07407407407408
6033066,100.98809523809524,119.58333333333333,106.0,119.5
6092800,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
6109866,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
6152533,100.98809523809524,119.58333333333333,0,0
6186666,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
6220800,101.04819277108433,119.6144578313253,105.85714285714286,119.85714285714286
6246400,101.04819277108433,119.6144578313253,106.0,119.0
6280533,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
6306133,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
6323200,100.98809523809524,119.58333333333333,100.75,119.125
6374400,112.14814814814815,115.07407407407408,112.14814814814815,115.07407407407408
6417066,101.10975609756098,119.57317073170732,105.14285714285714,120.0
6451200,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
6451200,100.67532467532467,119.6103896103896,101.04819277108433,119.6144578313253
6528000,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
6545066,100.98809523809524,119.58333333333333,0,0
6604800,101.04819277108433,119.6144578313253,105.85714285714286,119.85714285714286
6621866,101.10975609756098,119.57317073170732,103.25,122.75
6647466,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
6673066,101.04819277108433,119.6144578313253,106.0,122.0
6715733,100.68,119.53333333333333,101.10975609756098,119.57317073170732
6732800,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
6775466,101.04819277108433,119.6144578313253,105.71428571428571,119.0
6792533,101.10975609756098,119.57317073170732,99.62962962962963,120.18518518518519
6843733,112.14814814814815,115.07407407407408,138.71875,105.03125
6860800,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
6920533,101.10975609756098,119.57317073170732,105.0,123.0
6946133,100.98809523809524,119.58333333333333,147.26923076923077,100.88461538461539
6997333,100.98780487804878,119.58536585365853,105.125,120.25
7014400,101.10975609756098,119.57317073170732,105.0,123.0
7057066,100.47222222222223,119.75,101.04819277108433,119.6144578313253
7074133,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
7116800,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
7142400,101.04819277108433,119.6144578313253,106.0,122.0
7185066,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
7227733,101.10975609756098,119.57317073170732,112.29906542056075,115.0
7244800,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
7261866,100.44444444444444,119.68055555555556,101.04819277108433,119.6144578313253
7330133,112.14814814814815,115.07407407407408,149.0,100.0
7372800,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
7389866,101.04819277108433,119.6144578313253,106.0,119.0
7415466,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
7432533,100.61842105263158,119.57894736842105,101.04819277108433,119.6144578313253
7483733,101.04819277108433,119.6144578313253,105.83333333333333,118.5
7500800,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
7560533,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
7586133,112.14814814814815,115.07407407407408,112.14814814814815,115.07407407407408
7603200,101.04819277108433,119.6144578313253,104.5,118.38888888888889
7637333,101.04819277108433,119.6144578313253,105.0,120.0
7671466,112.29906542056075,115.0,112.29906542056075,115.0
7714133,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
7731200,102.1,118.98,101.04819277108433,119.6144578313253
7782400,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
7808000,101.04819277108433,119.6144578313253,105.85714285714286,120.0
7842133,101.04819277108433,119.6144578313253,105.0909090909091,119.72727272727273
7884800,101.10975609756098,119.57317073170732,105.75,120.25
7901866,101.04819277108433,119.6144578313253,105.5,122.5
7953066,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
7970133,100.98809523809524,119.58333333333333,104.5,122.5
8012800,101.10975609756098,119.57317073170732,104.5,123.0
8029866,112.14814814814815,115.07407407407408,140.6451612903226,103.7741935483871
8072533,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
8123733,101.10975609756098,119.57317073170732,0,0
8140800,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
8183466,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
8226133,101.04819277108433,119.6144578313253,105.16666666666667,119.5
8226133,101.04819277108433,119.6144578313253,101.04819277108433,119.6144578313253
8294400,101.04819277108433,119.6144578313253,105.0,119.70588235294117
8311466,100.65277777777777,119.86111111111111,101.04819277108433,119.6144578313253
8354133,101.04819277108433,119.6144578313253,105.85714285714286,120.0
8371200,101.0,119.5125,101.10975609756098,119.57317073170732
8396800,112.0,115.09174311926606,149.0,100.0
8422400,101.04819277108433,119.6144578313253,104.91666666666667,120.0
8465066,101.04819277108433,119.6144578313253,105.14285714285714,120.0
8524800,112.14814814814815,115.07407407407408,112.14814814814815,115.07407407407408
8541866,101.37179487179488,119.58974358974359,96.28571428571429,120.85714285714286
8567466,101.04819277108433,119.6144578313253,105.38461538461539,119.84615384615384
8610133,100.98809523809524,119.58333333333333,147.30769230769232,100.88461538461539
8635733,100.98809523809524,119.58333333333333,104.63636363636364,119.72727272727273
8669866,101.10975609756098,119.57317073170732,101.10975609756098,119.57317073170732
8695466,101.04819277108433,119.6144578313253,105.5,119.5
